"","subj_idx","friend_match","self_match","stranger_match","friend_mismatch","self_mismatch","stranger_mismatch"
"1",1,0.981481481481482,0.981481481481482,0.925925925925926,0.944444444444444,0.916666666666667,0.888888888888889
"2",2,0.972222222222222,0.925925925925926,0.935185185185185,0.638888888888889,0.916666666666667,0.916666666666667
"3",3,0.981481481481482,0.990740740740741,0.898148148148148,0.916666666666667,0.944444444444444,0.986111111111111
"4",4,0.944444444444444,0.851851851851852,0.944444444444444,0.805555555555556,0.833333333333333,0.930555555555556
"5",5,0.898148148148148,0.824074074074074,0.944444444444444,0.652777777777778,0.763888888888889,0.680555555555556
"6",6,0.925925925925926,0.907407407407407,0.935185185185185,0.777777777777778,0.875,0.805555555555556
"7",7,0.796296296296296,0.935185185185185,0.592592592592593,0.555555555555556,0.666666666666667,0.791666666666667
"8",8,1,0.972222222222222,0.962962962962963,0.986111111111111,0.972222222222222,0.958333333333333
"9",9,0.935185185185185,0.907407407407407,0.898148148148148,0.861111111111111,0.847222222222222,0.819444444444444
"10",10,0.944444444444444,0.962962962962963,0.962962962962963,0.833333333333333,0.652777777777778,0.75
"11",11,0.851851851851852,0.907407407407407,0.796296296296296,0.916666666666667,0.958333333333333,0.902777777777778
"12",12,0.907407407407407,0.925925925925926,0.935185185185185,0.805555555555556,0.611111111111111,0.902777777777778
"13",13,0.916666666666667,0.981481481481482,0.842592592592593,0.930555555555556,0.833333333333333,0.805555555555556
"14",14,0.861111111111111,0.990740740740741,0.990740740740741,0.805555555555556,0.958333333333333,0.972222222222222
"15",15,0.962962962962963,0.962962962962963,0.842592592592593,0.638888888888889,0.875,0.833333333333333
"16",16,0.953703703703704,1,0.898148148148148,0.902777777777778,0.833333333333333,0.902777777777778
"17",17,0.824074074074074,0.796296296296296,0.787037037037037,0.680555555555556,0.722222222222222,0.736111111111111
"18",18,0.777777777777778,0.925925925925926,0.814814814814815,0.847222222222222,0.833333333333333,0.819444444444444
"19",19,0.796296296296296,0.87962962962963,0.925925925925926,0.875,0.958333333333333,0.861111111111111
"20",20,0.944444444444444,0.953703703703704,0.925925925925926,0.888888888888889,0.861111111111111,0.861111111111111
"21",21,0.861111111111111,0.953703703703704,0.787037037037037,0.805555555555556,0.861111111111111,0.902777777777778
"22",22,0.861111111111111,0.972222222222222,0.953703703703704,0.791666666666667,0.666666666666667,0.833333333333333
"23",23,0.916666666666667,0.833333333333333,0.675925925925926,0.777777777777778,0.861111111111111,0.875
"24",24,0.972222222222222,1,0.814814814814815,0.777777777777778,0.680555555555556,0.805555555555556
"25",25,0.833333333333333,0.990740740740741,0.898148148148148,0.861111111111111,0.819444444444444,0.875
"26",26,0.916666666666667,0.907407407407407,0.666666666666667,0.666666666666667,0.75,0.777777777777778
